sample,type,setting
Ara+6_50000gen_11371,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_50000gen_11371,illumina-PE,sra://SRR2588999
Ara+6_5000gen_2178A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_5000gen_2178A,illumina-SE,sra://SRR2584832
Ara+6_5000gen_2178B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_5000gen_2178B,illumina-SE,sra://SRR2584833
Ara+6_500gen_773A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_500gen_773A,illumina-SE,sra://SRR2584823
Ara+6_500gen_773B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_500gen_773B,illumina-SE,sra://SRR2584824
Ara-1_10000gen_4536A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_10000gen_4536A,illumina-PE,sra://SRR030255
Ara-1_10000gen_4536B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_10000gen_4536B,illumina-SE,sra://ERR051718
Ara-1_1000gen_964B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_1000gen_964B,illumina-PE,sra://SRR2584817
Ara-1_1000gen_964C,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_1000gen_964C,illumina-PE,sra://SRR2584854
Ara-1_15000gen_7177A,reference,BarrickLab-Public:release/reference/REL606.6.gbk
Ara-1_15000gen_7177A,illumina-PE,sra://SRR030256
Ara-1_15000gen_7177B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_15000gen_7177B,illumina-SE,sra://ERR051719
Ara-1_1500gen_1068B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_1500gen_1068B,illumina-PE,sra://SRR2591042
Ara-1_1500gen_1068C,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_1500gen_1068C,illumina-PE,sra://SRR2584876
Ara-1_20000gen_8593A,reference,BarrickLab-Public:release/reference/REL606.6.gbk
Ara-1_20000gen_8593A,illumina-PE,sra://SRR030257
Ara-1_20000gen_8593B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_20000gen_8593B,illumina-SE,sra://ERR051714
Ara-1_2000gen_1164A,reference,BarrickLab-Public:release/reference/REL606.6.gbk
Ara-1_2000gen_1164A,illumina-PE,sra://SRR030253
Ara-1_2000gen_1164B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_2000gen_1164B,illumina-SE,sra://ERR051713
Ara-1_30000gen_10391,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_30000gen_10391,illumina-SE,sra://ERR051722
Ara-1_30000gen_10392,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_30000gen_10392,illumina-SE,sra://ERR051721
Ara-1_40000gen_10938,reference,BarrickLab-Public:release/reference/REL606.6.gbk
Ara-1_40000gen_10938,illumina-PE,sra://SRR030258
Ara-1_40000gen_10939,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_40000gen_10939,illumina-SE,sra://ERR051717
Ara-1_50000gen_11330,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_50000gen_11330,illumina-SE,sra://SRR2584887
Ara-1_50000gen_11331,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_50000gen_11331,illumina-PE,sra://SRR2591047
Ara-1_5000gen_2179A,reference,BarrickLab-Public:release/reference/REL606.6.gbk
Ara-1_5000gen_2179A,illumina-PE,sra://SRR030254
Ara-1_5000gen_2179B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_5000gen_2179B,illumina-SE,sra://ERR051724
Ara-1_500gen_762B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_500gen_762B,illumina-PE,sra://SRR2591031
Ara-1_500gen_762C,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-1_500gen_762C,illumina-PE,sra://SRR2588223
Ara-2_10000gen_4537A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_10000gen_4537A,illumina-PE,sra://SRR2584715
Ara-2_10000gen_4537B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_10000gen_4537B,illumina-PE,sra://SRR2584783
Ara-2_1000gen_965A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_1000gen_965A,illumina-PE,sra://SRR2584405
Ara-2_1000gen_965B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_1000gen_965B,illumina-PE,sra://SRR2584465
Ara-2_15000gen_7178A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_15000gen_7178A,illumina-PE,sra://SRR2584819
Ara-2_15000gen_7178B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_15000gen_7178B,illumina-PE,sra://SRR2584830
Ara-2_1500gen_1069A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_1500gen_1069A,illumina-PE,sra://SRR2591033
Ara-2_1500gen_1069B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_1500gen_1069B,illumina-PE,sra://SRR2584612
Ara-2_20000gen_11830,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_20000gen_11830,illumina-SE,sra://SRR2584841
Ara-2_20000gen_11831,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_20000gen_11831,illumina-SE,sra://SRR2584846
Ara-2_2000gen_1165A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_2000gen_1165A,illumina-SE,sra://SRR2584664
Ara-2_2000gen_11829,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_2000gen_11829,illumina-SE,sra://SRR2584676
Ara-2_30000gen_30K_11832,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_30000gen_30K_11832,illumina-SE,sra://SRR2584847
Ara-2_30000gen_30K_11833,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_30000gen_30K_11833,illumina-SE,sra://SRR2584848
Ara-2_40000gen_11035,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_40000gen_11035,illumina-SE,sra://SRR1536187
Ara-2_40000gen_11036,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_40000gen_11036,illumina-SE,sra://SRR2086152
Ara-2_50000gen_11333,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_50000gen_11333,illumina-SE,sra://SRR2584849
Ara-2_50000gen_11335,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_50000gen_11335,illumina-SE,sra://SRR2584851
Ara-2_5000gen_2180A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_5000gen_2180A,illumina-SE,sra://SRR2584693
Ara-2_5000gen_2180B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_5000gen_2180B,illumina-SE,sra://SRR2584704
Ara-2_500gen_763A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_500gen_763A,illumina-PE,sra://SRR2591050
Ara-2_500gen_763B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-2_500gen_763B,illumina-PE,sra://SRR2589073
Ara-3_10000gen_4538A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_10000gen_4538A,illumina-PE,sra://SRR2589045
Ara-3_10000gen_ZDB1,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_10000gen_ZDB1,illumina-PE,sra://SRR6178299
Ara-3_10000gen_ZDB425,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_10000gen_ZDB425,illumina-PE,sra://SRR6178304
Ara-3_10000gen_ZDB429,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_10000gen_ZDB429,illumina-SE,sra://SRR098282
Ara-3_1000gen_966A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_1000gen_966A,illumina-PE,sra://SRR2589001
Ara-3_1000gen_966B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_1000gen_966B,illumina-PE,sra://SRR2584856
Ara-3_15000gen_7179B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_15000gen_7179B,illumina-PE,sra://SRR2584863
Ara-3_15000gen_ZDB445,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_15000gen_ZDB445,illumina-PE,sra://SRR6178301
Ara-3_15000gen_ZDB446,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_15000gen_ZDB446,illumina-SE,sra://SRR098283
Ara-3_1500gen_1070A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_1500gen_1070A,illumina-PE,sra://SRR2584857
Ara-3_1500gen_1070B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_1500gen_1070B,illumina-PE,sra://SRR2584858
Ara-3_20000gen_ZDB458,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_20000gen_ZDB458,illumina-SE,sra://SRR098284
Ara-3_20000gen_ZDB464,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_20000gen_ZDB464,illumina-SE,sra://SRR098285
Ara-3_20000gen_ZDB467,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_20000gen_ZDB467,illumina-SE,sra://SRR098286
Ara-3_2000gen_1166A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_2000gen_1166A,illumina-PE,sra://SRR2584859
Ara-3_2000gen_1166B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_2000gen_1166B,illumina-PE,sra://SRR2591041
Ara-3_25000gen_ZDB477,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_25000gen_ZDB477,illumina-SE,sra://SRR098287
Ara-3_25000gen_ZDB478,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_25000gen_ZDB478,illumina-PE,sra://SRR6178302
Ara-3_25000gen_ZDB483,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_25000gen_ZDB483,illumina-SE,sra://SRR098288
Ara-3_25000gen_ZDB486,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_25000gen_ZDB486,illumina-PE,sra://SRR6178309
Ara-3_25000gen_ZDB488,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_25000gen_ZDB488,illumina-PE,sra://SRR6178310
Ara-3_27000gen_ZDB309,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_27000gen_ZDB309,illumina-PE,sra://SRR6178307
Ara-3_27000gen_ZDB310,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_27000gen_ZDB310,illumina-PE,sra://SRR6178308
Ara-3_27000gen_ZDB317,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_27000gen_ZDB317,illumina-PE,sra://SRR6178305
Ara-3_28000gen_ZDB334,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_28000gen_ZDB334,illumina-PE,sra://SRR6178306
Ara-3_28000gen_ZDB339,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_28000gen_ZDB339,illumina-PE,sra://SRR6178303
Ara-3_29000gen_ZDB13,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_29000gen_ZDB13,illumina-PE,sra://SRR6178300
Ara-3_29000gen_ZDB14,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_29000gen_ZDB14,illumina-PE,sra://SRR6178297
Ara-3_30000gen_ZDB16,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30000gen_ZDB16,illumina-SE,sra://SRR098031
Ara-3_30000gen_ZDB17,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30000gen_ZDB17,illumina-PE,sra://SRR6178298
Ara-3_30000gen_ZDB18,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30000gen_ZDB18,illumina-PE,sra://SRR6178295
Ara-3_30000gen_ZDB357,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30000gen_ZDB357,illumina-SE,sra://SRR098280
Ara-3_30500gen_ZDB19,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30500gen_ZDB19,illumina-PE,sra://SRR6178296
Ara-3_30500gen_ZDB20,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_30500gen_ZDB20,illumina-PE,sra://SRR6178293
Ara-3_31000gen_ZDB23,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31000gen_ZDB23,illumina-PE,sra://SRR6178294
Ara-3_31500gen_ZDB199,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31500gen_ZDB199,illumina-SE,sra://SRR098044
Ara-3_31500gen_ZDB200,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31500gen_ZDB200,illumina-SE,sra://SRR098279
Ara-3_31500gen_ZDB25,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31500gen_ZDB25,illumina-PE,sra://SRR6178291
Ara-3_31500gen_ZDB27,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31500gen_ZDB27,illumina-PE,sra://SRR6178292
Ara-3_31500gen_ZDB564,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_31500gen_ZDB564,illumina-SE,sra://SRR098289
Ara-3_32000gen_ZDB172,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_32000gen_ZDB172,illumina-SE,sra://SRR098042
Ara-3_32000gen_ZDB172,illumina-PE,sra://SRR098043
Ara-3_32000gen_ZDB30,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_32000gen_ZDB30,illumina-SE,sra://SRR098032
Ara-3_32000gen_ZDB30,illumina-PE,sra://SRR098033
Ara-3_32500gen_ZDB143,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_32500gen_ZDB143,illumina-SE,sra://SRR098040
Ara-3_32500gen_ZDB158,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_32500gen_ZDB158,illumina-SE,sra://SRR098041
Ara-3_33000gen_CZB152,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_33000gen_CZB152,illumina-SE,sra://SRR097977
Ara-3_33000gen_CZB154,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_33000gen_CZB154,illumina-SE,sra://SRR098026
Ara-3_33000gen_CZB199,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_33000gen_CZB199,illumina-SE,sra://SRR098027
Ara-3_34000gen_ZDB83,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_34000gen_ZDB83,illumina-SE,sra://SRR098034
Ara-3_34000gen_ZDB87,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_34000gen_ZDB87,illumina-SE,sra://SRR098035
Ara-3_36000gen_ZDB96,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_36000gen_ZDB96,illumina-SE,sra://SRR098036
Ara-3_36000gen_ZDB99,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_36000gen_ZDB99,illumina-SE,sra://SRR098037
Ara-3_38000gen_ZDB107,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_38000gen_ZDB107,illumina-SE,sra://SRR098038
Ara-3_38000gen_ZDB111,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_38000gen_ZDB111,illumina-SE,sra://SRR098039
Ara-3_40000gen_10979,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_40000gen_10979,illumina-SE,sra://SRR098029
Ara-3_40000gen_10988,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_40000gen_10988,illumina-SE,sra://SRR098030
Ara-3_50000gen_11364,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_50000gen_11364,illumina-SE,sra://SRR2584864
Ara-3_50000gen_11365,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_50000gen_11365,illumina-PE,sra://SRR2584866
Ara-3_5000gen_2181A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_5000gen_2181A,illumina-PE,sra://SRR2589044
Ara-3_5000gen_ZDB409,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_5000gen_ZDB409,illumina-SE,sra://SRR098281
Ara-3_500gen_764A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_500gen_764A,illumina-PE,sra://SRR2584852
Ara-3_500gen_764B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-3_500gen_764B,illumina-PE,sra://SRR2584853
Ara-4_10000gen_4539A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_10000gen_4539A,illumina-PE,sra://SRR2584878
Ara-4_10000gen_4539B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_10000gen_4539B,illumina-PE,sra://SRR2589050
Ara-4_1000gen_967A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_1000gen_967A,illumina-PE,sra://SRR2584869
Ara-4_1000gen_967B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_1000gen_967B,illumina-PE,sra://SRR2584870
Ara-4_15000gen_7180A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_15000gen_7180A,illumina-PE,sra://SRR2591045
Ara-4_15000gen_7180B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_15000gen_7180B,illumina-PE,sra://SRR2584881
Ara-4_1500gen_1071A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_1500gen_1071A,illumina-PE,sra://SRR2584871
Ara-4_1500gen_1071B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_1500gen_1071B,illumina-PE,sra://SRR2591043
Ara-4_20000gen_8596A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_20000gen_8596A,illumina-PE,sra://SRR2584882
Ara-4_20000gen_8596B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_20000gen_8596B,illumina-PE,sra://SRR2584883
Ara-4_2000gen_1167A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_2000gen_1167A,illumina-PE,sra://SRR2584873
Ara-4_2000gen_1167B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_2000gen_1167B,illumina-PE,sra://SRR2584874
Ara-4_30000gen_10401,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_30000gen_10401,illumina-PE,sra://SRR2584884
Ara-4_30000gen_10402,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_30000gen_10402,illumina-PE,sra://SRR2584885
Ara-4_40000gen_10944,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_40000gen_10944,illumina-SE,sra://SRR1536188
Ara-4_40000gen_10945,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_40000gen_10945,illumina-SE,sra://SRR2584886
Ara-4_50000gen_11336,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_50000gen_11336,illumina-SE,sra://SRR2584888
Ara-4_50000gen_11337,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
